10,0.000000,0.000000
20,0.000000,0.000000
30,0.000000,0.000000
40,0.000000,0.000000
50,0.000000,0.000000
60,0.000000,0.000000
70,0.000000,0.000000
80,0.000000,0.000000
90,0.000000,0.000000
100,0.000000,0.000000
110,0.000000,0.000000
120,0.000000,0.000000
130,0.000000,0.000000
140,0.000000,0.000000
150,0.000000,0.000000
160,0.000000,0.000000
170,0.000000,0.000000
180,0.000000,0.000000
190,0.000000,0.000000
200,0.000000,0.000000
210,0.000000,0.000000
220,0.000000,0.000000
230,0.000000,0.000000
240,0.000000,0.000000
250,0.000000,0.000000
260,0.000000,0.000000
270,0.000000,0.000000
280,0.000000,0.000000
290,0.000000,0.000000
300,0.000000,0.000000
310,0.000000,0.000000
320,0.000000,0.000000
330,0.000000,0.000000
340,0.000000,0.000000
350,0.000000,0.000000
360,0.000000,0.000000
370,0.000000,0.000000
380,0.000000,0.000000
390,0.000000,0.000000
400,0.000000,0.000000
410,0.000000,0.000000
420,0.000000,0.000000
430,0.000000,0.000000
440,0.000000,0.000000
450,0.000000,0.000000
460,0.000000,0.000000
470,0.000000,0.000000
480,0.001000,0.000000
490,0.000000,0.000000
500,0.000000,0.000000
510,0.000000,0.000000
520,0.000000,0.000000
530,0.000000,0.000000
540,0.000000,0.000000
550,0.000000,0.000000
560,0.000000,0.000000
570,0.001000,0.000000
580,0.000000,0.000000
590,0.000000,0.000000
600,0.000000,0.000000
610,0.000000,0.000000
620,0.000000,0.000000
630,0.001000,0.000000
640,0.000000,0.000000
650,0.000000,0.000000
660,0.000000,0.000000
670,0.000000,0.000000
680,0.001000,0.000000
690,0.000000,0.000000
700,0.001000,0.000000
710,0.000000,0.000000
720,0.000000,0.000000
730,0.001000,0.000000
740,0.000000,0.000000
750,0.000000,0.000000
760,0.000000,0.000000
770,0.000000,0.000000
780,0.000000,0.000000
790,0.000000,0.000000
800,0.000000,0.000000
810,0.000000,0.000000
820,0.000000,0.000000
830,0.000000,0.000000
840,0.000000,0.000000
850,0.000000,0.000000
860,0.000000,0.000000
870,0.000000,0.000000
880,0.000000,0.000000
890,0.000000,0.000000
900,0.000000,0.000000
910,0.001000,0.000000
920,0.000000,0.000000
930,0.000000,0.000000
940,0.000000,0.000000
950,0.000000,0.000000
960,0.000000,0.000000
970,0.001000,0.000000
980,0.000000,0.000000
990,0.000000,0.000000
1000,0.001000,0.000000
1010,0.000000,0.000000
1020,0.000000,0.000000
1030,0.000000,0.000000
1040,0.000000,0.000000
1050,0.000000,0.000000
1060,0.000000,0.000000
1070,0.000000,0.000000
1080,0.000000,0.000000
1090,0.000000,0.000000
1100,0.000000,0.000000
1110,0.000000,0.000000
1120,0.000000,0.000000
1130,0.000000,0.000000
1140,0.000000,0.000000
1150,0.000000,0.000000
1160,0.000000,0.000000
1170,0.000000,0.000000
1180,0.000000,0.000000
1190,0.000000,0.000000
1200,0.000000,0.000000
1210,0.000000,0.000000
1220,0.000000,0.000000
1230,0.000000,0.000000
1240,0.000000,0.000000
1250,0.000000,0.000000
1260,0.000000,0.000000
1270,0.001000,0.000000
1280,0.000000,0.000000
1290,0.001000,0.000000
1300,0.000000,0.000000
1310,0.000000,0.000000
1320,0.000000,0.000000
1330,0.000000,0.000000
1340,0.000000,0.000000
1350,0.001000,0.000000
1360,0.000000,0.000000
1370,0.001000,0.000000
1380,0.000000,0.000000
1390,0.000000,0.000000
1400,0.000000,0.000000
1410,0.000000,0.000000
1420,0.001000,0.000000
1430,0.000000,0.000000
1440,0.000000,0.000000
1450,0.000000,0.000000
1460,0.000000,0.000000
1470,0.000000,0.000000
1480,0.000000,0.000000
1490,0.000000,0.000000
1500,0.000000,0.000000
1510,0.000000,0.000000
1520,0.000000,0.000000
1530,0.000000,0.000000
1540,0.000000,0.000000
1550,0.000000,0.000000
1560,0.000000,0.000000
1570,0.000000,0.000000
1580,0.000000,0.000000
1590,0.001000,0.000000
1600,0.000000,0.000000
1610,0.000000,0.000000
1620,0.000000,0.000000
1630,0.001000,0.000000
1640,0.000000,0.000000
1650,0.001000,0.000000
1660,0.000000,0.000000
1670,0.001000,0.000000
1680,0.000000,0.000000
1690,0.001000,0.000000
1700,0.000000,0.000000
1710,0.001000,0.000000
1720,0.000000,0.000000
1730,0.001000,0.000000
1740,0.000000,0.000000
1750,0.000000,0.000000
1760,0.000000,0.000000
1770,0.001000,0.000000
1780,0.000000,0.000000
1790,0.000000,0.000000
1800,0.000000,0.000000
1810,0.000000,0.000000
1820,0.000000,0.000000
1830,0.000000,0.000000
1840,0.000000,0.000000
1850,0.000000,0.000000
1860,0.001000,0.000000
1870,0.000000,0.000000
1880,0.001000,0.000000
1890,0.000000,0.000000
1900,0.000000,0.000000
1910,0.000000,0.000000
1920,0.001000,0.000000
1930,0.000000,0.000000
1940,0.000000,0.000000
1950,0.001000,0.000000
1960,0.000000,0.000000
1970,0.001000,0.000000
1980,0.000000,0.000000
1990,0.000000,0.000000
2000,0.001000,0.000000
2010,0.000000,0.000000
2020,0.000000,0.000000
2030,0.001000,0.000000
2040,0.000000,0.000000
2050,0.000000,0.000000
2060,0.000000,0.000000
2070,0.000000,0.000000
2080,0.001000,0.000000
2090,0.000000,0.000000
2100,0.001000,0.000000
2110,0.001000,0.000000
2120,0.000000,0.000000
2130,0.000000,0.000000
2140,0.001000,0.000000
2150,0.000000,0.000000
2160,0.000000,0.000000
2170,0.000000,0.000000
2180,0.000000,0.000000
2190,0.001000,0.000000
2200,0.000000,0.000000
2210,0.000000,0.000000
2220,0.000000,0.000000
2230,0.000000,0.000000
2240,0.000000,0.000000
2250,0.000000,0.000000
2260,0.000000,0.000000
2270,0.001000,0.000000
2280,0.000000,0.000000
2290,0.001000,0.000000
2300,0.000000,0.000000
2310,0.001000,0.000000
2320,0.000000,0.000000
2330,0.001000,0.000000
2340,0.001000,0.000000
2350,0.000000,0.000000
2360,0.000000,0.000000
2370,0.001000,0.000000
2380,0.000000,0.000000
2390,0.000000,0.000000
2400,0.001000,0.000000
2410,0.000000,0.000000
2420,0.000000,0.000000
2430,0.001000,0.000000
2440,0.000000,0.000000
2450,0.000000,0.000000
2460,0.000000,0.000000
2470,0.001000,0.000000
2480,0.000000,0.000000
2490,0.000000,0.000000
2500,0.001000,0.000000
2510,0.000000,0.000000
2520,0.000000,0.000000
2530,0.001000,0.000000
2540,0.001000,0.000000
2550,0.000000,0.000000
2560,0.000000,0.000000
2570,0.000000,0.000000
2580,0.001000,0.000000
2590,0.000000,0.000000
2600,0.000000,0.000000
2610,0.000000,0.000000
2620,0.000000,0.000000
2630,0.001000,0.000000
2640,0.001000,0.000000
2650,0.000000,0.000000
2660,0.000000,0.000000
2670,0.001000,0.000000
2680,0.000000,0.000000
2690,0.000000,0.000000
2700,0.001000,0.000000
2710,0.000000,0.000000
2720,0.000000,0.000000
2730,0.000000,0.000000
2740,0.000000,0.000000
2750,0.001000,0.000000
2760,0.000000,0.000000
2770,0.000000,0.000000
2780,0.001000,0.000000
2790,0.000000,0.000000
2800,0.000000,0.000000
2810,0.000000,0.000000
2820,0.000000,0.000000
2830,0.000000,0.000000
2840,0.000000,0.000000
2850,0.001000,0.000000
2860,0.001000,0.000000
2870,0.000000,0.000000
2880,0.001000,0.000000
2890,0.000000,0.000000
2900,0.000000,0.000000
2910,0.000000,0.000000
2920,0.001000,0.000000
2930,0.000000,0.000000
2940,0.000000,0.000000
2950,0.001000,0.000000
2960,0.000000,0.000000
2970,0.001000,0.000000
2980,0.000000,0.000000
2990,0.000000,0.000000
3000,0.000000,0.000000
3010,0.000000,0.000000
3020,0.000000,0.000000
3030,0.000000,0.000000
3040,0.000000,0.000000
3050,0.001000,0.000000
3060,0.001000,0.000000
3070,0.000000,0.000000
3080,0.000000,0.000000
3090,0.001000,0.000000
3100,0.001000,0.000000
3110,0.000000,0.000000
3120,0.001000,0.000000
3130,0.001000,0.000000
3140,0.000000,0.000000
3150,0.000000,0.000000
3160,0.001000,0.000000
3170,0.001000,0.000000
3180,0.000000,0.000000
3190,0.000000,0.000000
3200,0.000000,0.000000
3210,0.000000,0.000000
3220,0.000000,0.000000
3230,0.001000,0.000000
3240,0.000000,0.000000
3250,0.000000,0.000000
3260,0.001000,0.000000
3270,0.001000,0.000000
3280,0.001000,0.000000
3290,0.000000,0.000000
3300,0.000000,0.000000
3310,0.000000,0.000000
3320,0.000000,0.000000
3330,0.001000,0.000000
3340,0.001000,0.000000
3350,0.001000,0.000000
3360,0.001000,0.000000
3370,0.000000,0.000000
3380,0.000000,0.000000
3390,0.000000,0.000000
3400,0.001000,0.000000
3410,0.000000,0.000000
3420,0.000000,0.000000
3430,0.001000,0.000000
3440,0.001000,0.000000
3450,0.001000,0.000000
3460,0.001000,0.000000
3470,0.001000,0.000000
3480,0.000000,0.000000
3490,0.000000,0.000000
3500,0.001000,0.000000
3510,0.001000,0.000000
3520,0.001000,0.000000
3530,0.001000,0.000000
3540,0.001000,0.000000
3550,0.000000,0.000000
3560,0.000000,0.000000
3570,0.001000,0.000000
3580,0.001000,0.000000
3590,0.001000,0.000000
3600,0.001000,0.000000
3610,0.001000,0.000000
3620,0.001000,0.000000
3630,0.001000,0.000000
3640,0.001000,0.000000
3650,0.000000,0.000000
3660,0.000000,0.000000
3670,0.001000,0.000000
3680,0.000000,0.000000
3690,0.001000,0.000000
3700,0.001000,0.000000
3710,0.001000,0.000000
3720,0.001000,0.000000
3730,0.001000,0.000000
3740,0.000000,0.000000
3750,0.000000,0.000000
3760,0.000000,0.000000
3770,0.000000,0.000000
3780,0.000000,0.000000
3790,0.000000,0.000000
3800,0.000000,0.000000
3810,0.000000,0.000000
3820,0.001000,0.000000
3830,0.001000,0.000000
3840,0.001000,0.000000
3850,0.001000,0.000000
3860,0.001000,0.000000
3870,0.001000,0.000000
3880,0.000000,0.000000
3890,0.000000,0.000000
3900,0.000000,0.000000
3910,0.000000,0.000000
3920,0.000000,0.000000
3930,0.000000,0.000000
3940,0.000000,0.000000
3950,0.001000,0.000000
3960,0.001000,0.000000
3970,0.000000,0.000000
3980,0.001000,0.000000
3990,0.001000,0.000000
4000,0.000000,0.000000
4010,0.000000,0.000000
4020,0.000000,0.000000
4030,0.000000,0.000000
4040,0.000000,0.000000
4050,0.001000,0.000000
4060,0.001000,0.000000
4070,0.001000,0.000000
4080,0.001000,0.000000
4090,0.000000,0.000000
4100,0.000000,0.000000
4110,0.000000,0.000000
4120,0.001000,0.000000
4130,0.000000,0.000000
4140,0.000000,0.000000
4150,0.000000,0.000000
4160,0.000000,0.000000
4170,0.000000,0.000000
4180,0.001000,0.000000
4190,0.001000,0.000000
4200,0.001000,0.000000
4210,0.001000,0.000000
4220,0.001000,0.000000
4230,0.001000,0.000000
4240,0.001000,0.000000
4250,0.001000,0.000000
4260,0.001000,0.000000
4270,0.000000,0.000000
4280,0.000000,0.000000
4290,0.001000,0.000000
4300,0.001000,0.000000
4310,0.001000,0.000000
4320,0.000000,0.000000
4330,0.000000,0.000000
4340,0.000000,0.000000
4350,0.000000,0.000000
4360,0.001000,0.000000
4370,0.001000,0.000000
4380,0.001000,0.000000
4390,0.000000,0.000000
4400,0.000000,0.000000
4410,0.000000,0.000000
4420,0.001000,0.000000
4430,0.001000,0.000000
4440,0.001000,0.000000
4450,0.001000,0.000000
4460,0.000000,0.000000
4470,0.000000,0.000000
4480,0.000000,0.000000
4490,0.000000,0.000000
4500,0.000000,0.000000
4510,0.000000,0.000000
4520,0.000000,0.000000
4530,0.000000,0.000000
4540,0.000000,0.000000
4550,0.000000,0.000000
4560,0.001000,0.000000
4570,0.001000,0.000000
4580,0.001000,0.000000
4590,0.001000,0.000000
4600,0.001000,0.000000
4610,0.001000,0.000000
4620,0.001000,0.000000
4630,0.000000,0.000000
4640,0.001000,0.000000
4650,0.001000,0.000000
4660,0.001000,0.000000
4670,0.001000,0.000000
4680,0.001000,0.000000
4690,0.001000,0.000000
4700,0.001000,0.000000
4710,0.001000,0.000000
4720,0.000000,0.000000
4730,0.001000,0.000000
4740,0.001000,0.000000
4750,0.000000,0.000000
4760,0.001000,0.000000
4770,0.001000,0.000000
4780,0.001000,0.000000
4790,0.001000,0.000000
4800,0.001000,0.000000
4810,0.000000,0.000000
4820,0.000000,0.000000
4830,0.000000,0.000000
4840,0.001000,0.000000
4850,0.001000,0.000000
4860,0.001000,0.000000
4870,0.001000,0.000000
4880,0.001000,0.000000
4890,0.001000,0.000000
4900,0.001000,0.000000
4910,0.001000,0.000000
4920,0.001000,0.000000
4930,0.001000,0.000000
4940,0.000000,0.000000
4950,0.000000,0.000000
4960,0.001000,0.000000
4970,0.001000,0.000000
4980,0.001000,0.000000
4990,0.001000,0.000000
5000,0.001000,0.000000
5010,0.001000,0.000000
5020,0.001000,0.000000
5030,0.001000,0.000000
5040,0.000000,0.000000
5050,0.001000,0.000000
5060,0.001000,0.000000
5070,0.000000,0.000000
5080,0.000000,0.000000
5090,0.001000,0.000000
5100,0.001000,0.000000
5110,0.001000,0.000000
5120,0.001000,0.000000
5130,0.001000,0.000000
5140,0.001000,0.000000
5150,0.000000,0.000000
5160,0.001000,0.000000
5170,0.001000,0.000000
5180,0.000000,0.000000
5190,0.000000,0.000000
5200,0.001000,0.000000
5210,0.001000,0.000000
5220,0.001000,0.000000
5230,0.001000,0.000000
5240,0.001000,0.000000
5250,0.001000,0.000000
5260,0.001000,0.000000
5270,0.001000,0.000000
5280,0.001000,0.000000
5290,0.001000,0.000000
5300,0.001000,0.000000
5310,0.001000,0.000000
5320,0.001000,0.000000
5330,0.001000,0.000000
5340,0.001000,0.000000
5350,0.001000,0.000000
5360,0.001000,0.000000
5370,0.001000,0.000000
5380,0.001000,0.000000
5390,0.001000,0.000000
5400,0.001000,0.000000
5410,0.001000,0.000000
5420,0.001000,0.000000
5430,0.001000,0.000000
5440,0.001000,0.000000
5450,0.001000,0.000000
5460,0.001000,0.000000
5470,0.000000,0.000000
5480,0.001000,0.000000
5490,0.000000,0.000000
5500,0.001000,0.000000
5510,0.001000,0.000000
5520,0.001000,0.000000
